"GEO_ID","NAME","B19001_001E","B19001_001M","B19001_002E","B19001_002M","B19001_003E","B19001_003M","B19001_004E","B19001_004M","B19001_005E","B19001_005M","B19001_006E","B19001_006M","B19001_007E","B19001_007M","B19001_008E","B19001_008M","B19001_009E","B19001_009M","B19001_010E","B19001_010M","B19001_011E","B19001_011M","B19001_012E","B19001_012M","B19001_013E","B19001_013M","B19001_014E","B19001_014M","B19001_015E","B19001_015M","B19001_016E","B19001_016M","B19001_017E","B19001_017M",
"1500000US340030022003","Block Group 3, Census Tract 22, Bergen County, New Jersey","281","81","7","11","0","13","9","13","0","13","0","13","8","12","0","13","31","39","0","13","0","13","17","18","38","41","38","38","46","46","8","14","79","52",
"1500000US340030022004","Block Group 4, Census Tract 22, Bergen County, New Jersey","534","118","18","19","8","12","29","38","0","13","0","13","0","13","0","13","0","13","16","18","31","24","44","44","83","64","96","62","22","21","82","43","105","51",
"1500000US340030023001","Block Group 1, Census Tract 23, Bergen County, New Jersey","768","121","52","38","37","47","56","38","22","23","50","37","21","18","26","24","55","58","28","24","0","13","19","20","39","35","46","29","51","38","60","45","206","91",
"1500000US340030023002","Block Group 2, Census Tract 23, Bergen County, New Jersey","575","142","0","13","10","16","10","16","10","16","0","13","44","68","33","52","0","13","0","13","9","14","11","16","32","32","67","65","32","32","176","113","141","66",
"1500000US340030023003","Block Group 3, Census Tract 23, Bergen County, New Jersey","602","135","0","13","41","47","0","13","10","16","9","14","0","13","0","13","4","6","10","16","13","16","73","50","100","74","28","22","42","29","98","58","174","73",
"1500000US340030031001","Block Group 1, Census Tract 31, Bergen County, New Jersey","296","82","0","13","0","13","8","12","18","27","0","13","0","13","0","13","0","13","16","25","11","16","17","19","118","65","0","13","49","39","18","15","41","46",
"1500000US340030031002","Block Group 2, Census Tract 31, Bergen County, New Jersey","189","67","0","13","41","53","0","13","0","13","0","13","0","13","0","13","0","13","0","13","16","18","16","14","16","18","74","41","5","9","21","19","0","13",
"1500000US340030031003","Block Group 3, Census Tract 31, Bergen County, New Jersey","707","274","26","30","0","13","0","13","33","40","25","39","214","277","9","14","0","13","9","14","17","19","23","26","47","48","32","26","116","85","119","70","37","32",
"1500000US340030031004","Block Group 4, Census Tract 31, Bergen County, New Jersey","221","67","10","17","0","13","13","20","0","13","0","13","9","15","20","31","0","13","19","22","49","57","0","13","18","21","44","38","25","25","14","16","0","13",
"1500000US340030031005","Block Group 5, Census Tract 31, Bergen County, New Jersey","613","193","0","13","38","60","37","43","26","32","18","27","9","14","0","13","0","13","0","13","0","13","137","178","69","56","143","137","40","40","44","34","52","44",
"1500000US340030032001","Block Group 1, Census Tract 32, Bergen County, New Jersey","389","95","0","13","0","13","15","18","0","13","11","18","57","58","9","15","0","13","67","62","9","14","60","44","27","22","34","25","14","21","42","35","44","32",
"1500000US340030032002","Block Group 2, Census Tract 32, Bergen County, New Jersey","362","91","0","13","8","13","26","41","0","13","36","31","0","13","8","13","0","13","0","13","69","63","48","35","53","46","12","17","60","56","10","15","32","30",
"1500000US340030032003","Block Group 3, Census Tract 32, Bergen County, New Jersey","274","85","66","61","0","13","0","13","24","23","0","13","22","35","0","13","9","13","0","13","0","13","0","13","19","25","26","32","38","42","65","58","5","9",
"1500000US340030032004","Block Group 4, Census Tract 32, Bergen County, New Jersey","393","134","0","13","11","17","14","17","8","12","0","13","11","17","27","29","34","31","0","13","11","17","44","41","59","31","125","115","30","34","19","23","0","13",
"1500000US340030032005","Block Group 5, Census Tract 32, Bergen County, New Jersey","262","82","8","12","0","13","0","13","7","11","6","10","0","13","14","23","7","10","0","13","0","13","49","62","41","46","13","17","9","15","30","38","78","57",
"1500000US340030033001","Block Group 1, Census Tract 33, Bergen County, New Jersey","321","129","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","36","56","0","13","0","13","33","42","90","91","33","40","82","74","47","54",
"1500000US340030033002","Block Group 2, Census Tract 33, Bergen County, New Jersey","278","100","0","13","0","13","0","13","0","13","29","42","0","13","19","32","0","13","0","13","0","13","14","24","55","52","104","83","4","32","53","40","0","13",
"1500000US340030033003","Block Group 3, Census Tract 33, Bergen County, New Jersey","393","125","0","13","0","13","9","17","0","13","0","13","0","13","0","13","0","13","0","13","36","58","20","32","57","56","149","87","12","21","75","61","35","39",
"1500000US340030033004","Block Group 4, Census Tract 33, Bergen County, New Jersey","309","112","0","13","41","63","0","13","0","13","0","13","0","13","0","13","9","38","0","13","0","13","63","69","8","23","54","55","50","82","18","30","66","57",
"1500000US340030033005","Block Group 5, Census Tract 33, Bergen County, New Jersey","372","153","0","13","19","31","0","13","0","13","0","13","27","43","23","37","0","13","27","43","0","13","0","13","14","24","62","63","0","13","143","130","57","40",
"1500000US340030033006","Block Group 6, Census Tract 33, Bergen County, New Jersey","455","254","0","13","30","46","80","110","0","13","0","13","0","13","0","13","15","25","0","13","9","18","0","13","0","13","26","47","227","227","34","30","34","54",
"1500000US340030034011","Block Group 1, Census Tract 34.01, Bergen County, New Jersey","261","52","0","13","7","9","0","13","12","10","0","13","6","9","7","10","9","9","5","7","18","16","0","13","27","21","46","31","17","15","65","40","42","26",
"1500000US340030034012","Block Group 2, Census Tract 34.01, Bergen County, New Jersey","460","108","6","9","6","8","3","6","0","13","0","13","6","9","0","13","11","13","7","10","19","20","46","51","57","85","32","21","38","23","101","40","128","37",
"1500000US340030034021","Block Group 1, Census Tract 34.02, Bergen County, New Jersey","227","58","6","10","0","13","0","13","0","13","0","13","14","14","0","13","0","13","10","18","20","25","44","50","6","10","0","13","13","20","41","31","73","51",
"1500000US340030034022","Block Group 2, Census Tract 34.02, Bergen County, New Jersey","195","57","7","11","0","13","0","13","0","13","0","13","0","13","22","30","6","10","0","13","0","13","0","13","15","17","25","29","15","25","65","46","40","29",
"1500000US340030034023","Block Group 3, Census Tract 34.02, Bergen County, New Jersey","470","122","0","13","17","28","18","20","11","16","0","13","6","10","0","13","0","13","21","27","19","25","0","13","104","82","13","16","56","31","83","92","122","39",
"1500000US340030035001","Block Group 1, Census Tract 35, Bergen County, New Jersey","352","105","0","13","31","36","10","14","0","13","0","13","10","16","10","17","26","23","16","26","6","11","22","24","26","22","12","22","32","29","16","18","135","95",
"1500000US340030035002","Block Group 2, Census Tract 35, Bergen County, New Jersey","833","91","47","39","143","71","6","11","100","83","22","34","74","57","0","13","30","28","12","18","94","56","67","54","94","53","35","36","45","43","39","48","25","36",
"1500000US340030035003","Block Group 3, Census Tract 35, Bergen County, New Jersey","359","109","16","25","0","13","16","17","33","38","0","13","0","13","9","14","12","22","0","13","9","17","19","21","8","13","43","37","87","101","76","46","31","32",
"1500000US340030040011","Block Group 1, Census Tract 40.01, Bergen County, New Jersey","379","91","0","13","0","13","9","15","14","21","0","13","43","52","0","13","0","13","11","18","12","20","12","16","56","61","63","43","41","50","37","25","81","47",
"1500000US340030040012","Block Group 2, Census Tract 40.01, Bergen County, New Jersey","669","122","0","13","0","13","61","54","14","20","19","22","0","13","21","31","7","12","0","13","38","41","97","62","47","39","106","86","84","51","127","76","48","53",
"1500000US340030040021","Block Group 1, Census Tract 40.02, Bergen County, New Jersey","534","118","0","13","0","13","0","13","9","16","28","45","61","61","0","13","0","13","0","13","28","46","45","35","69","52","128","77","74","52","65","48","27","26",
"1500000US340030040022","Block Group 2, Census Tract 40.02, Bergen County, New Jersey","410","110","0","13","0","13","0","13","0","13","9","15","13","20","0","13","48","57","0","13","21","28","66","69","123","79","50","52","0","13","40","37","40","34",
"1500000US340030040023","Block Group 3, Census Tract 40.02, Bergen County, New Jersey","504","206","19","23","11","17","40","64","30","47","0","13","20","21","0","13","22","35","0","13","26","28","31","37","53","39","158","177","18","19","13","21","63","40",
"1500000US340030040024","Block Group 4, Census Tract 40.02, Bergen County, New Jersey","387","124","0","13","10","15","0","13","27","31","12","24","0","13","13","21","0","13","8","14","64","56","70","69","22","30","43","43","61","46","17","23","40","30",
"1500000US340030050001","Block Group 1, Census Tract 50, Bergen County, New Jersey","795","202","0","13","0","13","20","31","0","13","43","50","0","13","0","13","28","38","76","105","0","13","21","35","205","139","26","35","91","120","233","299","52","41",
"1500000US340030050002","Block Group 2, Census Tract 50, Bergen County, New Jersey","447","158","0","13","0","13","14","25","0","13","0","13","0","13","0","13","0","13","0","13","50","53","81","64","0","13","64","53","62","72","83","70","93","82",
"1500000US340030050003","Block Group 3, Census Tract 50, Bergen County, New Jersey","368","121","50","56","0","13","0","13","0","13","21","34","19","31","0","13","0","13","0","13","33","39","41","43","42","49","60","69","35","33","52","49","15","27",
"1500000US340030050004","Block Group 4, Census Tract 50, Bergen County, New Jersey","390","124","0","13","0","13","19","33","0","13","18","29","18","29","0","13","0","13","0","13","46","40","29","45","67","51","62","43","99","82","32","38","0","13",
"1500000US340030050005","Block Group 5, Census Tract 50, Bergen County, New Jersey","318","143","0","13","40","65","0","13","16","26","0","13","15","24","0","13","0","13","53","78","20","32","11","23","43","53","50","51","0","13","0","13","70","89",
"1500000US340030061011","Block Group 1, Census Tract 61.01, Bergen County, New Jersey","506","222","15","25","0","13","16","25","0","13","39","53","31","37","120","187","0","13","36","58","0","13","67","58","103","91","10","16","17","28","32","42","20","26",
"1500000US340030061012","Block Group 2, Census Tract 61.01, Bergen County, New Jersey","498","147","15","22","16","25","0","13","36","52","91","103","0","13","0","13","16","28","0","13","0","13","49","47","60","65","0","13","32","44","36","54","147","147",
"1500000US340030061013","Block Group 3, Census Tract 61.01, Bergen County, New Jersey","330","131","70","72","0","13","0","13","32","37","0","13","0","13","0","13","0","13","0","13","93","131","17","28","0","13","0","13","86","66","32","43","0","13",
"1500000US340030061014","Block Group 4, Census Tract 61.01, Bergen County, New Jersey","311","94","0","13","0","13","16","25","0","13","16","25","0","13","0","13","0","13","18","29","0","13","20","31","128","83","43","38","17","27","41","59","12","27",
"1500000US340030061021","Block Group 1, Census Tract 61.02, Bergen County, New Jersey","288","158","0","13","0","13","0","13","16","26","13","21","0","13","31","43","0","13","16","27","0","13","13","22","17","31","99","147","23","31","52","54","8","16",
"1500000US340030061022","Block Group 2, Census Tract 61.02, Bergen County, New Jersey","452","152","48","75","0","13","0","13","13","28","0","13","74","74","0","13","10","19","51","60","0","13","48","59","71","73","0","13","42","48","6","16","89","62",
"1500000US340030061023","Block Group 3, Census Tract 61.02, Bergen County, New Jersey","308","112","13","24","0","13","15","25","67","69","0","13","0","13","0","13","56","64","0","13","0","13","43","44","0","13","72","61","0","13","12","24","30","45",
"1500000US340030062011","Block Group 1, Census Tract 62.01, Bergen County, New Jersey","473","178","0","13","0","13","0","13","0","13","86","120","0","13","0","13","68","45","0","13","45","72","57","65","108","83","0","13","0","13","100","67","9","15",
"1500000US340030062012","Block Group 2, Census Tract 62.01, Bergen County, New Jersey","455","120","27","33","13","20","0","13","0","13","0","13","13","21","0","13","66","79","13","21","13","20","69","65","114","87","0","13","22","31","63","82","42","43",
"1500000US340030062013","Block Group 3, Census Tract 62.01, Bergen County, New Jersey","570","123","172","90","113","90","142","99","23","27","13","19","0","13","0","13","0","13","19","35","0","13","0","13","22","38","0","13","0","13","14","22","52","40",
"1500000US340030062014","Block Group 4, Census Tract 62.01, Bergen County, New Jersey","338","139","50","40","0","13","0","13","0","13","0","13","18","30","13","23","0","13","0","13","35","57","23","24","5","17","0","13","21","25","23","28","150","117",
"1500000US340030062021","Block Group 1, Census Tract 62.02, Bergen County, New Jersey","475","206","0","13","14","22","0","13","0","13","0","13","0","13","36","58","0","13","6","9","23","39","41","34","37","38","0","13","11","17","69","58","238","199",
"1500000US340030062022","Block Group 2, Census Tract 62.02, Bergen County, New Jersey","636","133","53","63","0","13","0","13","0","13","79","90","0","13","61","80","0","13","38","33","33","36","0","13","9","11","134","77","65","76","44","36","120","60",
"1500000US340030062023","Block Group 3, Census Tract 62.02, Bergen County, New Jersey","576","297","14","21","15","22","0","13","38","62","0","13","38","54","0","13","0","13","0","13","45","52","10","19","211","266","8","15","0","13","33","32","164","91",
"1500000US340030062024","Block Group 4, Census Tract 62.02, Bergen County, New Jersey","523","130","25","43","0","13","0","13","15","24","15","24","15","24","6","9","16","25","36","41","15","24","34","55","15","24","88","87","27","21","97","83","119","76",
"1500000US340030063011","Block Group 1, Census Tract 63.01, Bergen County, New Jersey","503","237","0","13","19","29","33","50","21","34","8","12","0","13","0","13","0","13","140","221","75","101","41","49","40","38","0","13","59","72","18","28","49","49",
"1500000US340030063012","Block Group 2, Census Tract 63.01, Bergen County, New Jersey","424","136","53","51","21","25","0","13","0","13","16","26","29","47","0","13","43","69","43","71","18","31","15","23","18","29","111","104","18","29","19","30","20","33",
"1500000US340030063013","Block Group 3, Census Tract 63.01, Bergen County, New Jersey","756","215","25","41","21","35","48","74","40","45","180","169","31","51","19","30","14","23","5","8","0","13","127","116","56","54","131","131","40","65","19","31","0","13",
"1500000US340030063021","Block Group 1, Census Tract 63.02, Bergen County, New Jersey","259","82","0","13","35","56","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","28","38","103","62","50","46","43","49",
"1500000US340030063022","Block Group 2, Census Tract 63.02, Bergen County, New Jersey","1060","673","103","105","12","21","0","13","19","40","32","28","0","13","0","13","57","64","18","32","47","51","24","37","159","121","80","103","452","637","43","47","14","22",
"1500000US340030063023","Block Group 3, Census Tract 63.02, Bergen County, New Jersey","455","194","15","24","0","13","0","13","47","56","0","13","0","13","0","13","0","13","40","48","0","13","0","13","0","13","66","51","109","170","87","59","91","55",
"1500000US340030063024","Block Group 4, Census Tract 63.02, Bergen County, New Jersey","396","126","44","71","0","13","0","13","79","78","0","13","0","13","0","13","85","88","0","13","33","53","11","18","9","19","19","28","34","49","27","32","55","70",
"1500000US340030070011","Block Group 1, Census Tract 70.01, Bergen County, New Jersey","587","97","1","9","0","13","8","13","7","12","0","13","0","13","8","14","8","13","0","13","25","28","54","59","16","22","53","33","107","55","62","39","238","82",
"1500000US340030070012","Block Group 2, Census Tract 70.01, Bergen County, New Jersey","664","107","24","23","46","50","8","12","9","15","0","13","9","15","13","15","5","8","15","18","64","58","36","41","72","48","47","30","55","41","39","36","222","76",
"1500000US340030070021","Block Group 1, Census Tract 70.02, Bergen County, New Jersey","334","82","0","13","0","13","9","15","8","13","0","13","0","13","0","13","20","32","0","13","0","13","46","52","17","19","0","13","33","35","72","58","129","60",
"1500000US340030070022","Block Group 2, Census Tract 70.02, Bergen County, New Jersey","468","107","0","13","10","14","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","10","16","21","21","78","50","89","113","116","73","144","67",
"1500000US340030070023","Block Group 3, Census Tract 70.02, Bergen County, New Jersey","405","94","0","13","7","11","0","13","18","20","6","9","0","13","0","13","24","25","5","9","18","21","43","30","41","30","75","58","0","13","92","56","76","52",
"1500000US340030070024","Block Group 4, Census Tract 70.02, Bergen County, New Jersey","174","66","11","18","0","13","0","13","0","13","0","13","0","13","14","15","7","12","0","13","0","13","0","13","42","47","21","31","0","13","47","45","32","29",
"1500000US340030080011","Block Group 1, Census Tract 80.01, Bergen County, New Jersey","557","124","9","16","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","16","26","38","46","0","13","57","63","90","79","76","62","271","96",
"1500000US340030080012","Block Group 2, Census Tract 80.01, Bergen County, New Jersey","318","182","49","51","0","13","0","13","0","13","9","18","0","13","0","13","0","13","0","13","0","13","8","13","0","13","125","181","53","68","0","13","74","64",
"1500000US340030080013","Block Group 3, Census Tract 80.01, Bergen County, New Jersey","602","130","17","27","0","13","0","13","17","28","0","13","17","28","31","46","27","45","0","13","0","13","0","13","15","23","20","33","99","119","159","102","200","101",
"1500000US340030080021","Block Group 1, Census Tract 80.02, Bergen County, New Jersey","517","173","29","46","33","53","43","54","6","16","19","31","107","129","0","13","0","13","12","21","0","13","0","13","40","42","79","86","41","40","30","41","78","59",
"1500000US340030080022","Block Group 2, Census Tract 80.02, Bergen County, New Jersey","396","122","7","12","0","13","0","13","0","13","0","13","0","13","15","24","0","13","0","13","0","13","60","71","26","34","86","76","25","28","50","46","127","80",
"1500000US340030080023","Block Group 3, Census Tract 80.02, Bergen County, New Jersey","527","115","0","13","0","13","0","13","0","13","0","13","95","94","16","25","0","13","0","13","42","42","0","13","0","13","26","34","90","80","86","73","172","86",
"1500000US340030091001","Block Group 1, Census Tract 91, Bergen County, New Jersey","309","88","0","13","0","13","6","10","8","14","0","13","26","23","0","13","0","13","8","13","0","13","0","13","6","10","14","17","83","74","21","23","137","66",
"1500000US340030091002","Block Group 2, Census Tract 91, Bergen County, New Jersey","651","89","0","13","15","17","0","13","6","11","0","13","39","61","12","18","35","42","20","22","0","13","0","13","33","36","57","44","7","11","110","62","317","85",
"1500000US340030091003","Block Group 3, Census Tract 91, Bergen County, New Jersey","323","75","27","46","7","11","8","13","0","13","0","13","0","13","9","16","0","13","0","13","17","20","41","34","38","50","15","23","25","23","42","29","94","56",
"1500000US340030091004","Block Group 4, Census Tract 91, Bergen County, New Jersey","389","89","13","20","0","13","0","13","0","13","0","13","0","13","0","13","12","19","0","13","24","37","19","20","85","85","46","37","44","53","45","36","101","51",
"1500000US340030092001","Block Group 1, Census Tract 92, Bergen County, New Jersey","305","67","0","13","0","13","0","13","3","5","10","11","0","13","17","27","0","13","5","7","15","16","10","12","21","17","11","10","56","34","47","32","110","42",
"1500000US340030092002","Block Group 2, Census Tract 92, Bergen County, New Jersey","327","71","0","13","20","29","6","9","0","13","10","16","20","22","0","13","0","13","0","13","5","7","45","39","0","13","36","18","32","24","57","42","96","35",
"1500000US340030092003","Block Group 3, Census Tract 92, Bergen County, New Jersey","452","75","12","12","0","13","0","13","0","13","0","13","21","24","12","17","5","8","0","13","30","28","6","9","17","16","15","13","13","13","35","19","286","90",
"1500000US340030101001","Block Group 1, Census Tract 101, Bergen County, New Jersey","224","66","0","13","0","13","0","13","9","16","0","13","0","13","0","13","0","13","0","13","17","28","0","13","18","29","55","53","39","49","10","16","76","60",
"1500000US340030101002","Block Group 2, Census Tract 101, Bergen County, New Jersey","386","118","0","13","28","40","14","23","0","13","15","25","20","31","0","13","19","31","0","13","38","44","20","32","52","62","60","65","21","32","16","25","83","80",
"1500000US340030101003","Block Group 3, Census Tract 101, Bergen County, New Jersey","341","88","0","13","0","13","0","13","0","13","35","56","17","27","0","13","7","14","0","13","17","28","20","31","16","26","70","70","71","80","31","31","57","43",
"1500000US340030101004","Block Group 4, Census Tract 101, Bergen County, New Jersey","314","117","25","40","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","26","41","0","13","64","60","104","88","63","52","32","38",
"1500000US340030101005","Block Group 5, Census Tract 101, Bergen County, New Jersey","332","181","0","13","0","13","39","56","0","13","0","13","0","13","0","13","0","13","18","29","128","176","17","28","24","30","17","30","0","13","53","47","36","40",
"1500000US340030101006","Block Group 6, Census Tract 101, Bergen County, New Jersey","217","71","0","13","0","13","0","13","0","13","0","13","33","35","0","13","13","22","0","13","13","23","20","32","36","42","51","55","16","26","20","34","15","24",
"1500000US340030101007","Block Group 7, Census Tract 101, Bergen County, New Jersey","359","102","16","27","0","13","40","59","14","23","26","41","0","13","0","13","0","13","0","13","0","13","24","39","73","48","48","57","0","13","53","39","65","48",
"1500000US340030102001","Block Group 1, Census Tract 102, Bergen County, New Jersey","443","179","0","13","27","43","10","16","35","44","0","13","7","13","0","13","0","13","0","13","13","21","85","119","30","34","13","16","42","33","113","129","68","63",
"1500000US340030102002","Block Group 2, Census Tract 102, Bergen County, New Jersey","449","123","8","12","10","16","14","15","9","15","8","13","25","24","9","15","51","60","0","13","19","22","36","46","45","49","107","81","56","54","0","13","52","34",
"1500000US340030102003","Block Group 3, Census Tract 102, Bergen County, New Jersey","393","212","0","13","0","13","0","13","6","10","31","27","19","21","0","13","23","33","0","13","10","15","0","13","102","89","21","30","0","13","147","194","34","35",
"1500000US340030102004","Block Group 4, Census Tract 102, Bergen County, New Jersey","215","56","0","13","0","13","8","12","8","13","0","13","0","13","0","13","8","15","12","19","5","10","12","15","12","15","69","51","0","13","37","30","44","40",
"1500000US340030102005","Block Group 5, Census Tract 102, Bergen County, New Jersey","285","87","0","13","0","13","16","18","0","13","16","18","26","24","15","17","42","52","13","20","28","35","8","13","17","21","74","58","12","20","11","17","7","14",
"1500000US340030103001","Block Group 1, Census Tract 103, Bergen County, New Jersey","271","112","0","13","21","30","0","13","0","13","53","86","0","13","0","13","0","13","27","31","0","13","0","13","18","32","31","41","16","24","87","64","18","29",
"1500000US340030103002","Block Group 2, Census Tract 103, Bergen County, New Jersey","467","114","13","22","0","13","57","74","3","6","0","13","0","13","0","13","0","13","32","52","13","22","110","81","13","22","68","66","73","87","53","48","32","38",
"1500000US340030103003","Block Group 3, Census Tract 103, Bergen County, New Jersey","324","107","13","22","0","13","0","13","0","13","17","27","0","13","12","20","0","13","0","13","12","19","8","12","11","18","59","77","72","69","0","13","120","72",
"1500000US340030103004","Block Group 4, Census Tract 103, Bergen County, New Jersey","304","109","0","13","0","13","0","13","0","13","27","42","46","69","0","13","11","19","22","35","0","13","44","37","8","16","39","61","15","25","39","44","53","49",
"1500000US340030103005","Block Group 5, Census Tract 103, Bergen County, New Jersey","313","102","0","13","54","86","0","13","0","13","15","25","0","13","24","38","0","13","0","13","0","13","18","27","54","55","0","13","33","48","0","13","115","89",
"1500000US340030103006","Block Group 6, Census Tract 103, Bergen County, New Jersey","192","85","14","22","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","14","23","12","18","64","67","0","13","11","21","67","76","10","19",
"1500000US340030103007","Block Group 7, Census Tract 103, Bergen County, New Jersey","775","394","47","37","4","10","0","13","58","72","15","24","0","13","19","31","19","28","0","13","0","13","42","40","29","33","356","416","48","55","73","60","65","55",
"1500000US340030111001","Block Group 1, Census Tract 111, Bergen County, New Jersey","319","103","12","19","0","13","28","46","0","13","0","13","10","15","40","62","0","13","0","13","43","57","0","13","24","25","36","30","37","24","60","37","29","25",
"1500000US340030111002","Block Group 2, Census Tract 111, Bergen County, New Jersey","364","101","28","46","0","13","0","13","5","7","20","22","10","16","23","22","0","13","0","13","21","26","10","15","54","35","30","30","52","49","35","34","76","51",
"1500000US340030111003","Block Group 3, Census Tract 111, Bergen County, New Jersey","441","137","74","56","9","15","55","84","19","20","10","15","15","24","0","13","13","21","17","20","29","35","63","67","87","59","0","13","19","23","31","49","0","13",
"1500000US340030111004","Block Group 4, Census Tract 111, Bergen County, New Jersey","418","111","0","13","9","15","72","70","0","13","10","15","0","13","0","13","9","14","38","40","0","13","7","12","126","90","82","57","8","13","39","39","18","20",
"1500000US340030112001","Block Group 1, Census Tract 112, Bergen County, New Jersey","451","116","8","13","50","57","9","14","26","43","31","50","48","53","17","20","21","33","37","45","27","43","7","10","75","66","38","39","44","44","13","20","0","13",
"1500000US340030112002","Block Group 2, Census Tract 112, Bergen County, New Jersey","425","89","9","14","10","15","15","18","0","13","0","13","0","13","0","13","10","15","0","13","59","49","32","33","36","28","42","30","63","53","78","56","71","42",
"1500000US340030112003","Block Group 3, Census Tract 112, Bergen County, New Jersey","340","82","0","13","8","14","33","40","35","42","18","19","50","54","18","14","24","34","0","13","50","33","20","29","26","23","8","14","26","40","0","13","24","24",
"1500000US340030112004","Block Group 4, Census Tract 112, Bergen County, New Jersey","520","209","0","13","0","13","9","15","8","13","159","181","0","13","16","19","0","13","0","13","116","129","71","48","28","43","33","23","28","32","17","19","35","32",
"1500000US340030113001","Block Group 1, Census Tract 113, Bergen County, New Jersey","570","148","135","140","0","13","12","13","0","13","13","15","17","14","0","13","7","11","12","18","20","22","16","18","73","48","100","63","47","30","73","52","45","40",
"1500000US340030113002","Block Group 2, Census Tract 113, Bergen County, New Jersey","294","76","58","61","21","34","16","20","0","13","8","13","8","11","24","35","0","13","0","13","14","15","5","11","20","20","27","35","64","41","7","11","22","26",
